posts,region,province
Nag-enjoy kami sa bagong restaurant sa Makati. ,XI,Davao Oriental
Kinsay nakasuway ug asthma? ,I,Ilocos Sur
Kinsay nakasuway ug asthma? ,II,Isabela
Laging masakit ang lalamunan ko. ,BARMM,Maguindanao del Norte
Ubo ug sip-on na sad ning panahon. ,VII,Bohol
Ang akong ubo wala pa gyud mawala. ,VIII,Leyte
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,X,Misamis Occidental
Paano ba maalis ang ubo na ito? ,III,Pampanga
Hirap huminga dahil sa sipon. ,XIII,Agusan del Norte
Paano ba maalis ang ubo na ito? ,CAR,Apayao
Paano ba maalis ang ubo na ito? ,VII,Bohol
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,I,Ilocos Norte
Sino may kilalang magaling na doktor para sa asthma? ,V,Sorsogon
Laging masakit ang lalamunan ko. ,III,Zambales
Kinsay ganahan muapil ug dance contest? ,IVA,Batangas
My cough just won't go away. ,BARMM,Tawi-tawi
Laging masakit ang lalamunan ko. ,X,Camiguin
Inom ng maraming tubig para iwas sakit. ,I,Ilocos Sur
Inom ng maraming tubig para iwas sakit. ,VI,Capiz
Having trouble breathing today. ,VII,Negros Oriental
Hirap huminga dahil sa sipon. ,CAR,Apayao
Sarap mamasyal sa Baguio. ,NCR,Metro Manila
Ubo ug sip-on na sad ning panahon. ,I,Ilocos Sur
Does anyone know a good doctor for asthma? ,III,Zambales
Ubo ug sip-on na sad ning panahon. ,BARMM,Maguindanao del Sur
Nag-enjoy kami sa bagong restaurant sa Makati. ,III,Tarlac
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,BARMM,Basilan
Naglisod ko'g ginhawa karon adlawa. ,XIII,Dinagat Islands
Nakapagbakasyon kami sa Boracay. ,IVA,Quezon
Naglisod ko'g ginhawa karon adlawa. ,BARMM,Tawi-tawi
Ang akong ubo wala pa gyud mawala. ,IVB,Occidental Mindoro
Paano ba maalis ang ubo na ito? ,VI,Capiz
Ang akong ubo wala pa gyud mawala. ,VIII,Eastern Samar
Naglisod ko'g ginhawa karon adlawa. ,III,Zambales
Ang akong ubo wala pa gyud mawala. ,XIII,Dinagat Islands
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,XI,Davao de Oro
Cough and cold season again. ,VI,Negros Occidental
Nindot kaayo ang salida sa sinehan. ,VI,Aklan
Ubo ug sip-on na sad ning panahon. ,BARMM,Basilan
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,BARMM,Maguindanao del Sur
Laging masakit ang lalamunan ko. ,II,Quirino
Hirap huminga dahil sa sipon. ,XI,Davao del Norte
Sino may kilalang magaling na doktor para sa asthma? ,VII,Siquijor
Ang akong ubo wala pa gyud mawala. ,III,Bataan
Cough and cold season again. ,II,Batanes
Ubo ug sip-on na sad ning panahon. ,VII,Bohol
Ang akong ubo wala pa gyud mawala. ,CAR,Benguet
Kinsay ganahan muapil ug dance contest? ,III,Bataan
Laging masakit ang lalamunan ko. ,BARMM,Maguindanao del Norte
Bag-o lang ko nagpalit ug bag. ,BARMM,Lanao del Sur
Kinsay nakasuway ug asthma? ,IVB,Oriental Mindoro
Paano ba maalis ang ubo na ito? ,IVA,Batangas
Ang ganda ng tanawin sa Tagaytay. ,BARMM,Maguindanao del Norte
My cough just won't go away. ,XII,South Cotabato
Hirap huminga dahil sa sipon. ,VI,Aklan
Bag-o lang ko nagpalit ug bag. ,CAR,Ifugao
Hirap huminga dahil sa sipon. ,V,Camarines Sur
Ubo ug sip-on na sad ning panahon. ,V,Catanduanes
Kinsay nakasuway ug asthma? ,XI,Davao Oriental
Kinsay ganahan muapil ug dance contest? ,IVB,Romblon
Inom ng maraming tubig para iwas sakit. ,X,Bukidnon
Hirap huminga dahil sa sipon. ,I,Ilocos Norte
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,VI,Iloilo
Kinsay nakasuway ug asthma? ,XI,Davao de Oro
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,VII,Bohol
Paano ba maalis ang ubo na ito? ,BARMM,Tawi-tawi
Naglisod ko'g ginhawa karon adlawa. ,BARMM,Maguindanao del Norte
Who wants to join the dance contest? ,XII,Cotabato
Paano ba maalis ang ubo na ito? ,I,Ilocos Norte
Nakapagbakasyon kami sa Boracay. ,IVA,Laguna
Ubo ug sip-on na sad ning panahon. ,II,Cagayan
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,XIII,Dinagat Islands
Nindot kaayo ang salida sa sinehan. ,V,Sorsogon
Paborito ko ang bagong pelikula ni Alden. ,IVA,Quezon
Kinsay nakasuway ug asthma? ,V,Albay
Kinsay ganahan muapil ug dance contest? ,XI,Davao Occidental
Paano ba maalis ang ubo na ito? ,V,Catanduanes
Inom ng maraming tubig para iwas sakit. ,XIII,Agusan del Norte
Adto mi sa dagat karong weekend. ,IVB,Palawan
Adto mi sa dagat karong weekend. ,VI,Aklan
Ubo ug sip-on na sad ning panahon. ,VII,Negros Oriental
Sino may kilalang magaling na doktor para sa asthma? ,II,Batanes
Kinsay nakasuway ug asthma? ,VII,Negros Oriental
Naglisod ko'g ginhawa karon adlawa. ,VI,Antique
Ubo ug sip-on na sad ning panahon. ,VIII,Samar
Paborito ko ang bagong pelikula ni Alden. ,X,Misamis Occidental
Ang akong ubo wala pa gyud mawala. ,VI,Aklan
Nindot kaayo ang salida sa sinehan. ,XII,Sultan Kudarat
Paano ba maalis ang ubo na ito? ,CAR,Mountain Province
Kinsay nakasuway ug asthma? ,X,Misamis Occidental
Ang ganda ng tanawin sa Tagaytay. ,II,Isabela
Paano ba maalis ang ubo na ito? ,X,Lanao del Norte
Kinsay nakasuway ug asthma? ,VIII,Biliran
Lami kaayo ang pagkaon sa Cebu. ,CAR,Kalinga
Hirap huminga dahil sa sipon. ,IVA,Cavite
Inom ng maraming tubig para iwas sakit. ,CAR,Apayao
Ubo ug sip-on na sad ning panahon. ,BARMM,Tawi-tawi
Does anyone know a good doctor for asthma? ,CAR,Apayao
Hirap huminga dahil sa sipon. ,VIII,Southern Leyte
Laging masakit ang lalamunan ko. ,X,Lanao del Norte
Nakapagbakasyon kami sa Boracay. ,V,Catanduanes
Ang akong ubo wala pa gyud mawala. ,CAR,Apayao
Inom ng maraming tubig para iwas sakit. ,II,Batanes
Paborito ko ang bagong pelikula ni Alden. ,I,Pangasinan
Adto mi sa dagat karong weekend. ,V,Camarines Sur
Sino may kilalang magaling na doktor para sa asthma? ,III,Pampanga
Sarap mamasyal sa Baguio. ,III,Zambales
Lami kaayo ang pagkaon sa Cebu. ,VII,Cebu
Paano ba maalis ang ubo na ito? ,XI,Davao de Oro
Ang akong ubo wala pa gyud mawala. ,VI,Guimaras
Laging masakit ang lalamunan ko. ,XI,Davao Occidental
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,VI,Aklan
Having trouble breathing today. ,VI,Negros Occidental
Naglisod ko'g ginhawa karon adlawa. ,VIII,Southern Leyte
Going to the beach this weekend. ,BARMM,Sulu
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,II,Batanes
Ang akong ubo wala pa gyud mawala. ,VII,Negros Oriental
Naglisod ko'g ginhawa karon adlawa. ,XIII,Agusan del Norte
Kinsay ganahan muapil ug dance contest? ,IVA,Laguna
Kinsay nakasuway ug asthma? ,III,Zambales
Kinsay ganahan muapil ug dance contest? ,III,Nueva Ecija
Naglisod ko'g ginhawa karon adlawa. ,X,Lanao del Norte
Hirap huminga dahil sa sipon. ,BARMM,Lanao del Sur
Kinsay nakasuway ug asthma? ,XII,Sarangani
Ubo ug sip-on na sad ning panahon. ,XII,Sarangani
Naglisod ko'g ginhawa karon adlawa. ,VI,Guimaras
Who wants to join the dance contest? ,IVB,Palawan
Ang ganda ng tanawin sa Tagaytay. ,III,Pampanga
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,IX,Zamboanga del Sur
Hirap huminga dahil sa sipon. ,BARMM,Tawi-tawi
Ang akong ubo wala pa gyud mawala. ,IVB,Occidental Mindoro
Ubo ug sip-on na sad ning panahon. ,VIII,Biliran
Cough and cold season again. ,IX,Zamboanga del Norte
Kinsay nakasuway ug asthma? ,I,Pangasinan
Having trouble breathing today. ,VI,Iloilo
Inom ng maraming tubig para iwas sakit. ,XIII,Dinagat Islands
Drinking warm water helps soothe the throat. ,V,Camarines Norte
Drinking warm water helps soothe the throat. ,VI,Guimaras
Kinsay ganahan muapil ug dance contest? ,CAR,Ifugao
Ubo ug sip-on na sad ning panahon. ,V,Camarines Sur
The movie was really good. ,BARMM,Sulu
Hirap huminga dahil sa sipon. ,XII,Cotabato
Bag-o lang ko nagpalit ug bag. ,V,Masbate
Naglisod ko'g ginhawa karon adlawa. ,CAR,Ifugao
Paano ba maalis ang ubo na ito? ,V,Camarines Norte
Sarap mamasyal sa Baguio. ,IVA,Laguna
Sino may kilalang magaling na doktor para sa asthma? ,VI,Antique
Laging masakit ang lalamunan ko. ,VI,Aklan
Nindot kaayo ang salida sa sinehan. ,V,Camarines Norte
Nakapagbakasyon kami sa Boracay. ,NCR,Metro Manila
Does anyone know a good doctor for asthma? ,IVA,Batangas
Bag-o lang ko nagpalit ug bag. ,V,Camarines Norte
Nindot kaayo ang salida sa sinehan. ,XI,Davao Occidental
Lami kaayo ang pagkaon sa Cebu. ,VII,Negros Oriental
Paano ba maalis ang ubo na ito? ,XIII,Surigao del Norte
Naglisod ko'g ginhawa karon adlawa. ,IVB,Romblon
Naglisod ko'g ginhawa karon adlawa. ,XI,Davao del Norte
Inom ng maraming tubig para iwas sakit. ,CAR,Benguet
Sarap mamasyal sa Baguio. ,BARMM,Maguindanao del Sur
Inom ng maraming tubig para iwas sakit. ,CAR,Benguet
Lami kaayo ang pagkaon sa Cebu. ,VI,Iloilo
Ang akong ubo wala pa gyud mawala. ,V,Camarines Norte
Nag-enjoy kami sa bagong restaurant sa Makati. ,III,Tarlac
Paborito ko ang bagong pelikula ni Alden. ,CAR,Apayao
Going to the beach this weekend. ,NCR,Metro Manila
Ang akong ubo wala pa gyud mawala. ,VIII,Eastern Samar
Ubo ug sip-on na sad ning panahon. ,XIII,Dinagat Islands
Sino may kilalang magaling na doktor para sa asthma? ,V,Camarines Sur
Drinking warm water helps soothe the throat. ,XIII,Agusan del Norte
Kinsay nakasuway ug asthma? ,VI,Aklan
Ang ganda ng tanawin sa Tagaytay. ,VI,Capiz
Kinsay nakasuway ug asthma? ,V,Sorsogon
Ang akong ubo wala pa gyud mawala. ,CAR,Benguet
Nakapagbakasyon kami sa Boracay. ,CAR,Apayao
Adto mi sa dagat karong weekend. ,VII,Negros Oriental
Inom ng maraming tubig para iwas sakit. ,XII,Cotabato
I love the food in Cebu. ,BARMM,Maguindanao del Sur
Kinsay nakasuway ug asthma? ,X,Misamis Occidental
Ubo ug sip-on na sad ning panahon. ,BARMM,Lanao del Sur
I love the food in Cebu. ,VIII,Southern Leyte
Ubo ug sip-on na sad ning panahon. ,CAR,Ifugao
Nag-enjoy kami sa bagong restaurant sa Makati. ,II,Cagayan
Kinsay nakasuway ug asthma? ,XI,Davao Oriental
Ang akong ubo wala pa gyud mawala. ,XIII,Agusan del Sur
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,X,Misamis Oriental
I just bought a new bag. ,III,Nueva Ecija
Ang akong ubo wala pa gyud mawala. ,VI,Capiz
Inom ng maraming tubig para iwas sakit. ,XIII,Agusan del Sur
Sarap mamasyal sa Baguio. ,BARMM,Maguindanao del Norte
Lami kaayo ang pagkaon sa Cebu. ,IX,Zamboanga del Sur
Nakapagbakasyon kami sa Boracay. ,V,Masbate
Hirap huminga dahil sa sipon. ,CAR,Kalinga
Ubo ug sip-on na sad ning panahon. ,V,Camarines Norte
Hirap huminga dahil sa sipon. ,CAR,Ifugao
Kinsay ganahan muapil ug dance contest? ,VII,Bohol
Laging masakit ang lalamunan ko. ,BARMM,Maguindanao del Norte
Ubo ug sip-on na sad ning panahon. ,XI,Davao del Norte
Adto mi sa dagat karong weekend. ,VIII,Eastern Samar
Ang akong ubo wala pa gyud mawala. ,BARMM,Maguindanao del Norte
Sarap mamasyal sa Baguio. ,VIII,Samar
Cough and cold season again. ,V,Camarines Norte
Lami kaayo ang pagkaon sa Cebu. ,XIII,Surigao del Sur
Kinsay ganahan muapil ug dance contest? ,III,Bulacan
Bag-o lang ko nagpalit ug bag. ,BARMM,Tawi-tawi
Paborito ko ang bagong pelikula ni Alden. ,VI,Antique
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,X,Lanao del Norte
Inom ng maraming tubig para iwas sakit. ,CAR,Kalinga
Inom ng maraming tubig para iwas sakit. ,XI,Davao de Oro
Cough and cold season again. ,X,Lanao del Norte
Kinsay nakasuway ug asthma? ,XII,Sultan Kudarat
Naglisod ko'g ginhawa karon adlawa. ,II,Nueva Vizcaya
My cough just won't go away. ,VII,Siquijor
I love the food in Cebu. ,IVA,Laguna
Nakapagbakasyon kami sa Boracay. ,V,Sorsogon
Naglisod ko'g ginhawa karon adlawa. ,II,Isabela
Lami kaayo ang pagkaon sa Cebu. ,VII,Negros Oriental
Bag-o lang ko nagpalit ug bag. ,BARMM,Sulu
Inom ng maraming tubig para iwas sakit. ,XIII,Surigao del Norte
Kinsay nakasuway ug asthma? ,II,Batanes
Drinking warm water helps soothe the throat. ,VIII,Samar
Sino may kilalang magaling na doktor para sa asthma? ,BARMM,Maguindanao del Norte
Sarap mamasyal sa Baguio. ,IVA,Quezon
Naglisod ko'g ginhawa karon adlawa. ,XII,Cotabato
Bag-o lang ko nagpalit ug bag. ,XIII,Agusan del Norte
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,IVA,Rizal
Ang ganda ng tanawin sa Tagaytay. ,XIII,Agusan del Norte
Sino may kilalang magaling na doktor para sa asthma? ,VIII,Southern Leyte
Sino may kilalang magaling na doktor para sa asthma? ,II,Nueva Vizcaya
Laging masakit ang lalamunan ko. ,CAR,Kalinga
Ang akong ubo wala pa gyud mawala. ,BARMM,Maguindanao del Sur
Ang ganda ng tanawin sa Tagaytay. ,III,Pampanga
Paborito ko ang bagong pelikula ni Alden. ,BARMM,Maguindanao del Norte
Kinsay nakasuway ug asthma? ,X,Misamis Occidental
Lami kaayo ang pagkaon sa Cebu. ,III,Bataan
Naglisod ko'g ginhawa karon adlawa. ,BARMM,Maguindanao del Norte
Nindot kaayo ang salida sa sinehan. ,X,Camiguin
Inom ng maraming tubig para iwas sakit. ,VI,Negros Occidental
Ubo ug sip-on na sad ning panahon. ,IVB,Oriental Mindoro
Nakapagbakasyon kami sa Boracay. ,V,Camarines Norte
Hirap huminga dahil sa sipon. ,VIII,Biliran
My cough just won't go away. ,X,Camiguin
Bag-o lang ko nagpalit ug bag. ,III,Aurora
Nag-enjoy kami sa bagong restaurant sa Makati. ,XI,Davao del Norte
Lami kaayo ang pagkaon sa Cebu. ,IVA,Quezon
Ubo ug sip-on na sad ning panahon. ,I,Pangasinan
Ang akong ubo wala pa gyud mawala. ,VI,Iloilo
Laging masakit ang lalamunan ko. ,XI,Davao Occidental
Kinsay ganahan muapil ug dance contest? ,BARMM,Lanao del Sur
Paano ba maalis ang ubo na ito? ,BARMM,Sulu
The movie was really good. ,BARMM,Lanao del Sur
Naglisod ko'g ginhawa karon adlawa. ,VI,Aklan
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,XII,Sultan Kudarat
Inom ng maraming tubig para iwas sakit. ,VIII,Biliran
Lami kaayo ang pagkaon sa Cebu. ,XI,Davao Oriental
Ubo ug sip-on na sad ning panahon. ,IVB,Romblon
Paano ba maalis ang ubo na ito? ,VI,Negros Occidental
Cough and cold season again. ,BARMM,Maguindanao del Norte
Naglisod ko'g ginhawa karon adlawa. ,I,La Union
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,XIII,Surigao del Norte
Paano ba maalis ang ubo na ito? ,IX,Zamboanga del Norte
My cough just won't go away. ,XIII,Agusan del Norte
Hirap huminga dahil sa sipon. ,VII,Cebu
Hirap huminga dahil sa sipon. ,I,Pangasinan
Sino may kilalang magaling na doktor para sa asthma? ,X,Bukidnon
Bag-o lang ko nagpalit ug bag. ,XIII,Agusan del Norte
Bag-o lang ko nagpalit ug bag. ,IVA,Quezon
Kinsay nakasuway ug asthma? ,VI,Antique
Adto mi sa dagat karong weekend. ,III,Nueva Ecija
Kinsay nakasuway ug asthma? ,XIII,Agusan del Sur
Ang akong ubo wala pa gyud mawala. ,II,Batanes
Ang akong ubo wala pa gyud mawala. ,XII,Sarangani
Ang akong ubo wala pa gyud mawala. ,CAR,Apayao
My cough just won't go away. ,VI,Antique
Lami kaayo ang pagkaon sa Cebu. ,VIII,Leyte
Naglisod ko'g ginhawa karon adlawa. ,VII,Cebu
Paano ba maalis ang ubo na ito? ,VIII,Samar
Having trouble breathing today. ,XIII,Agusan del Norte
Laging masakit ang lalamunan ko. ,XIII,Agusan del Norte
Sino may kilalang magaling na doktor para sa asthma? ,VII,Bohol
Kinsay ganahan muapil ug dance contest? ,III,Zambales
Lami kaayo ang pagkaon sa Cebu. ,III,Zambales
Kinsay ganahan muapil ug dance contest? ,X,Lanao del Norte
Sarap mamasyal sa Baguio. ,I,Ilocos Sur
Does anyone know a good doctor for asthma? ,IVA,Laguna
Inom ng maraming tubig para iwas sakit. ,XII,South Cotabato
Naglisod ko'g ginhawa karon adlawa. ,CAR,Apayao
Bag-o lang ko nagpalit ug bag. ,XIII,Surigao del Norte
Paano ba maalis ang ubo na ito? ,XIII,Agusan del Norte
Naglisod ko'g ginhawa karon adlawa. ,VII,Negros Oriental
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,V,Camarines Norte
Kinsay nakasuway ug asthma? ,IX,Zamboanga del Sur
Kinsay ganahan muapil ug dance contest? ,VIII,Biliran
Hirap huminga dahil sa sipon. ,III,Nueva Ecija
Ang akong ubo wala pa gyud mawala. ,II,Batanes
Naglisod ko'g ginhawa karon adlawa. ,BARMM,Lanao del Sur
The movie was really good. ,IVB,Occidental Mindoro
Sino may kilalang magaling na doktor para sa asthma? ,III,Zambales
Laging masakit ang lalamunan ko. ,BARMM,Basilan
Nindot kaayo ang salida sa sinehan. ,IVB,Oriental Mindoro
Naglisod ko'g ginhawa karon adlawa. ,XIII,Agusan del Norte
Laging masakit ang lalamunan ko. ,XI,Davao Occidental
Kinsay ganahan muapil ug dance contest? ,VII,Negros Oriental
Ang akong ubo wala pa gyud mawala. ,IVB,Romblon
Adto mi sa dagat karong weekend. ,IVB,Palawan
Ubo ug sip-on na sad ning panahon. ,IVB,Occidental Mindoro
Ang akong ubo wala pa gyud mawala. ,III,Bataan
Nakapagbakasyon kami sa Boracay. ,XIII,Surigao del Norte
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,III,Pampanga
Laging masakit ang lalamunan ko. ,III,Bataan
Ubo ug sip-on na sad ning panahon. ,XII,Sarangani
Sino may kilalang magaling na doktor para sa asthma? ,CAR,Mountain Province
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,VI,Guimaras
Kinsay nakasuway ug asthma? ,XIII,Dinagat Islands
Sarap mamasyal sa Baguio. ,V,Albay
Adto mi sa dagat karong weekend. ,V,Sorsogon
Bag-o lang ko nagpalit ug bag. ,XII,South Cotabato
Paano ba maalis ang ubo na ito? ,VII,Negros Oriental
Laging masakit ang lalamunan ko. ,X,Bukidnon
Hirap huminga dahil sa sipon. ,BARMM,Basilan
Adto mi sa dagat karong weekend. ,VIII,Eastern Samar
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,CAR,Ifugao
Ang akong ubo wala pa gyud mawala. ,IVA,Rizal
Drinking warm water helps soothe the throat. ,IVB,Occidental Mindoro
Inom ng maraming tubig para iwas sakit. ,VII,Siquijor
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,III,Bulacan
Kinsay ganahan muapil ug dance contest? ,VII,Bohol
Inom ng maraming tubig para iwas sakit. ,VI,Antique
Paano ba maalis ang ubo na ito? ,VII,Negros Oriental
Paano ba maalis ang ubo na ito? ,CAR,Mountain Province
Sino may kilalang magaling na doktor para sa asthma? ,XI,Davao Occidental
Naglisod ko'g ginhawa karon adlawa. ,XIII,Agusan del Norte
Nindot kaayo ang salida sa sinehan. ,II,Isabela
Ang akong ubo wala pa gyud mawala. ,II,Nueva Vizcaya
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,I,La Union
Laging masakit ang lalamunan ko. ,III,Nueva Ecija
Inom ng maraming tubig para iwas sakit. ,III,Aurora
Sarap mamasyal sa Baguio. ,VI,Aklan
Naglisod ko'g ginhawa karon adlawa. ,IVA,Rizal
Lami kaayo ang pagkaon sa Cebu. ,XIII,Agusan del Sur
Having trouble breathing today. ,XIII,Surigao del Sur
Paborito ko ang bagong pelikula ni Alden. ,XII,Cotabato
Ang ganda ng tanawin sa Tagaytay. ,V,Camarines Sur
Hirap huminga dahil sa sipon. ,VIII,Samar
Hirap huminga dahil sa sipon. ,V,Catanduanes
Going to the beach this weekend. ,II,Nueva Vizcaya
Sino may kilalang magaling na doktor para sa asthma? ,IVB,Occidental Mindoro
Paborito ko ang bagong pelikula ni Alden. ,II,Cagayan
Sino may kilalang magaling na doktor para sa asthma? ,CAR,Ifugao
Ang akong ubo wala pa gyud mawala. ,IX,Zamboanga del Sur
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,BARMM,Lanao del Sur
Paano ba maalis ang ubo na ito? ,X,Lanao del Norte
Paborito ko ang bagong pelikula ni Alden. ,I,Ilocos Sur
Adto mi sa dagat karong weekend. ,VIII,Eastern Samar
Laging masakit ang lalamunan ko. ,V,Camarines Sur
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,VI,Iloilo
Laging masakit ang lalamunan ko. ,CAR,Abra
Adto mi sa dagat karong weekend. ,CAR,Apayao
Kinsay nakasuway ug asthma? ,IVB,Romblon
Ang akong ubo wala pa gyud mawala. ,II,Isabela
Bag-o lang ko nagpalit ug bag. ,XII,Sarangani
Ang akong ubo wala pa gyud mawala. ,II,Cagayan
Ang ganda ng tanawin sa Tagaytay. ,XII,Cotabato
Lami kaayo ang pagkaon sa Cebu. ,NCR,Metro Manila
Laging masakit ang lalamunan ko. ,VIII,Northern Samar
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,VIII,Leyte
Sino may kilalang magaling na doktor para sa asthma? ,XIII,Surigao del Norte
Kinsay nakasuway ug asthma? ,IVA,Quezon
Naglisod ko'g ginhawa karon adlawa. ,CAR,Mountain Province
Nindot kaayo ang salida sa sinehan. ,III,Aurora
Ang akong ubo wala pa gyud mawala. ,VI,Iloilo
Naglisod ko'g ginhawa karon adlawa. ,III,Zambales
Hirap huminga dahil sa sipon. ,IVB,Marinduque
Paano ba maalis ang ubo na ito? ,VIII,Northern Samar
Bag-o lang ko nagpalit ug bag. ,V,Albay
Ang akong ubo wala pa gyud mawala. ,VII,Siquijor
Nindot kaayo ang salida sa sinehan. ,III,Bataan
Kinsay nakasuway ug asthma? ,IVB,Oriental Mindoro
Sarap mamasyal sa Baguio. ,II,Isabela
Having trouble breathing today. ,CAR,Abra
Ubo ug sip-on na sad ning panahon. ,III,Nueva Ecija
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,V,Camarines Norte
Sarap mamasyal sa Baguio. ,XIII,Dinagat Islands
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,IVA,Laguna
Ang ganda ng tanawin sa Tagaytay. ,XIII,Agusan del Sur
Nindot kaayo ang salida sa sinehan. ,BARMM,Maguindanao del Sur
Inom ng maraming tubig para iwas sakit. ,VII,Cebu
Inom ng maraming tubig para iwas sakit. ,XIII,Surigao del Sur
Sino may kilalang magaling na doktor para sa asthma? ,III,Tarlac
Nag-enjoy kami sa bagong restaurant sa Makati. ,V,Catanduanes
Ang akong ubo wala pa gyud mawala. ,VII,Siquijor
Laging masakit ang lalamunan ko. ,XIII,Surigao del Sur
Makapahawa sa kasakit sa tutunlan ang init nga tubig. ,III,Bulacan
